study_id,dataset,meas_year,nee,gpp,reco,flux_method,lat,long,permafrost,biome
Nakai_US-Prr_tower1,ABC,2016,-60.55705846,-640.2974965,580.740438,EC,65.12367,-147.48756,Yes,Boreal
Nakai_US-Prr_tower1,ABC,2013,0.394132031,-812.9288764,814.3230084,EC,65.12367,-147.48756,Yes,Boreal
Ueyama_US-CR-Fire_tower1,ABC,2012,139.6502279,NA,397.8709541,EC,65.396775,-149.1214944,No,Boreal
Ueyama_US-CR-Fire_tower1,ABC,2013,98.73746035,-304.6194018,404.3568621,EC,65.396775,-149.1214944,No,Boreal
Ueyama_US-CR-Fire_tower1,ABC,2014,87.48898106,NA,462.9194864,EC,65.396775,-149.1214944,No,Boreal
Karelin_Talnik_chamber_1_Virkkala,SantaBarbs,1996,-1,-199.9,199.7,Ch,67.33,63.73333333,Yes,Tundra
Karelin_Talnik_chamber_1_Virkkala,SantaBarbs,2000,36.3,-150.4,187.7,Ch,67.33,63.73333333,Yes,Tundra
Karelin_Talnik_chamber_1_Virkkala,SantaBarbs,2008,-26.5,-307.6,282.1,Ch,67.33,63.73333333,Yes,Tundra
Aurela_FI-Sod_tower1,ABC,2009,33.86,-412.94,448.42,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2007,48.6,-545.56,595.46,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2006,27.95,-598.79,627.44,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2003,50.09,-567.04,617.84,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2001,37.55,-580.21,618.44,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2004,32.25,-561.28,593.62,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2005,62.27,-534.83,597.48,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2008,4.8,-479.47,485.59,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2010,67.97,-424.7,493.68,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2011,70.01,-676.93,747.97,EC,67.36238641,26.63859066,No,Boreal
Aurela_FI-Sod_tower1,ABC,2012,27.14,-623.84,652.58,EC,67.36238641,26.63859066,No,Boreal
Kolari_FI-Var_tower1,ABC,2015,12.9131128,-474.9131024,488.8262152,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2018,-12.8267648,-581.6613176,569.8345528,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2019,-26.3773736,-455.9212808,430.5439072,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2016,-4.7516912,-549.8139968,546.0623056,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2012,-56.5589888,-511.9086752,456.3496864,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2013,-40.1259248,-588.9740624,549.8481376,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2014,-1.636172,-536.7054104,536.0692384,EC,67.7549,29.690137,No,Boreal
Kolari_FI-Var_tower1,ABC,2017,-14.8956128,-420.942824,407.0472112,EC,67.7549,29.690137,No,Boreal
Aurela_FI-SamFell_tower3,ABC,2012,2.749254,NA,NA,EC,67.9733,24.11565,No,Boreal
Aurela_FI-Ken_tower2,ABC,2012,-15.618067,NA,NA,EC,67.98723,24.24305,No,Boreal
Laurila_FI-Lom_tower1,ABC,2007,-40.75,-390.19,350.75,EC,67.997239,24.209178,No,Boreal
Laurila_FI-Lom_tower1,ABC,2008,-58.08,-359.84,302.16,EC,67.997239,24.209178,No,Boreal
Laurila_FI-Lom_tower1,ABC,2012,-35.25761273,NA,NA,EC,67.997239,24.209178,No,Boreal
Laurila_FI-Lom_tower1,ABC,2009,-58.76,NA,398.97,EC,67.997239,24.209178,No,Boreal
Friborg_Se-St1_tower1,ABC,2013,46.5221138,-508.403176,555.92537,EC,68.3541488,19.050333,Yes,Tundra
Friborg_Se-St1_tower1,ABC,2014,-57.760926,-672.8175528,616.056537,EC,68.3541488,19.050333,Yes,Tundra
Zona_US-Ivo_tower1,ABC,2004,0.418441,-268.3803041,269.7982491,EC,68.4865,-155.7503,Yes,Tundra
Euskirchen_RU-Eusk_cher1_tower1,ABC,2012,51.0894814,NA,NA,EC,68.51351,161.53115,Yes,Boreal
Euskirchen_RU-Eusk_cher1_tower1,ABC,2013,-17.0509667,NA,NA,EC,68.51351,161.53115,Yes,Boreal
Euskirchen_RU-Eusk_cher1_tower1,ABC,2015,-19.5772503,NA,NA,EC,68.51351,161.53115,Yes,Boreal
Bret-Harte_US-ICs_tower1,ABC,2010,43.47572773,NA,NA,EC,68.6058,-149.311,Yes,Tundra
Bret-Harte_US-ICs_tower1,ABC,2013,110.0088086,-324.1816367,435.1904453,EC,68.6058,-149.311,Yes,Tundra
Bret-Harte_US-ICs_tower1,ABC,2012,33.46816911,-224.2032566,258.6714257,EC,68.6058,-149.311,Yes,Tundra
Shaver_US-ICh_tower1,ABC,2010,-7.900545308,NA,NA,EC,68.6068,-149.2958,Yes,Tundra
Shaver_US-ICh_tower1,ABC,2012,11.48367843,-255.2484547,267.7321331,EC,68.6068,-149.2958,Yes,Tundra
Shaver_US-ICh_tower1,ABC,2013,26.12189332,-169.0172652,196.1391585,EC,68.6068,-149.2958,Yes,Tundra
Goeckede_RU-Ch2_tower2,ABC,2014,-34.86460321,NA,NA,EC,68.61689,161.35089,Yes,Tundra
Goeckede_RU-Ch2_tower2,ABC,2015,-37.42914625,NA,NA,EC,68.61689,161.35089,Yes,Tundra
Aurela_FI-Kaa_tower1,ABC,2002,-65.7,NA,228.8,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2001,-40.49,-251.72,212.23,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,1998,-23.16016104,NA,NA,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2006,-32.81,-281.26,249.77,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,1997,-3.79424224,NA,NA,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2004,-12.85,NA,258.02,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2005,-42.14,-336.44,NA,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2000,-19.78794729,-261.36,238.86,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2007,0.81,NA,292.81,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,1999,-7.694611363,NA,NA,EC,69.14057,27.26985,No,Boreal
Aurela_FI-Kaa_tower1,ABC,2008,111.22,NA,355.65,EC,69.14057,27.26985,No,Boreal
Parmentier_NO-And_tower1,ABC,2009,25.98196678,-325.4306594,312.9500682,EC,69.14278,16.02222,No,Tundra
Parmentier_NO-And_tower1,ABC,2010,5.379935619,-232.6888632,210.5974016,EC,69.14278,16.02222,No,Tundra
Parmentier_NO-And_tower1,ABC,2013,-8.751327015,-309.1843767,292.5569648,EC,69.14278,16.02222,No,Tundra
Parmentier_NO-And_tower1,ABC,2011,-34.89899119,-312.1287688,272.8589187,EC,69.14278,16.02222,No,Tundra
Parmentier_NO-And_tower1,ABC,2012,-39.23860341,-256.7144917,198.1190512,EC,69.14278,16.02222,No,Tundra
Elberling_GL-Dsk_tower1,ABC,2014,-45.9603,NA,NA,EC,69.253,-53.514,Yes,Tundra
Elberling_GL-Dsk_tower1,ABC,2016,-8.2355,NA,NA,EC,69.253,-53.514,Yes,Tundra
Elberling_GL-Dsk_tower1,ABC,2015,-29.3296,NA,NA,EC,69.253,-53.514,Yes,Tundra
Elberling_GL-Dsk_tower1,ABC,2013,-37.54,NA,NA,EC,69.253,-53.514,Yes,Tundra
Zona_US-Atq_tower1,ABC,2005,-32.341194,-200.2431509,168.9019504,EC,70.4696,-157.4089,Yes,Tundra
Zona_US-Atq_tower1,ABC,2007,7.9381328,-197.5890377,206.5270527,EC,70.4696,-157.4089,Yes,Tundra
Zona_US-Atq_tower1,ABC,2006,-6.6799832,-159.5159119,153.8358404,EC,70.4696,-157.4089,Yes,Tundra
Kwon_US-BES  _tower1,ABC,2014,42.47477174,NA,NA,EC,71.281,-156.6,Yes,Tundra
Harazano_US-Cms_tower1,ABC,2003,-149.484271,-410.9878057,262.5035347,EC,71.32019,-156.62227,Yes,Tundra
Harazano_US-Cms_tower1,ABC,2004,85.51982495,-168.5609952,254.9538814,EC,71.32019,-156.62227,Yes,Tundra
Harazano_US-Cms_tower1,ABC,2000,19.99349544,-314.8085439,334.1739069,EC,71.32019,-156.62227,Yes,Tundra
Harazano_US-Cms_tower1,ABC,2001,34.30028842,-241.8225583,277.1228691,EC,71.32019,-156.62227,Yes,Tundra
Harazano_US-Cms_tower1,ABC,2002,NA,NA,284.1533618,EC,71.32019,-156.62227,Yes,Tundra
Harazano_US-Cms_tower1,ABC,1999,NA,NA,262.0223202,EC,71.32019,-156.62227,Yes,Tundra
Aurela_RU-Tks_tower1,ABC,2012,38.23037008,-284.9115771,324.1419258,EC,71.59427,128.88782,Yes,Tundra
Aurela_RU-Tks_tower1,ABC,2013,-24.944164,-269.9600835,245.1320808,EC,71.59427,128.88782,Yes,Tundra
Aurela_RU-Tks_tower1,ABC,2014,57.374349,-304.173092,362.5474834,EC,71.59427,128.88782,Yes,Tundra
Kutzbach_Samoylov_Tower_3_openpath,ABC,2016,-11.00162561,-174.0792095,162.184839,EC,72.3738231,126.4957919,Yes,Tundra
Kutzbach_Samoylov_Tower_3_openpath,ABC,2010,-14.15450865,-211.9915838,198.8370883,EC,72.3738231,126.4957919,Yes,Tundra
Christensen_NO-Adv_tower1,ABC,2015,-116.5592554,NA,NA,EC,78.186,15.923,Yes,Tundra
